"pay_attn_pol_cont","int_follow_campg","anything_like_dem_cand","anything_like_rep_cand","approve_congr","things_right_track","feel_dem_cand_cont","feel_rep_cand_cont","how_many_live_hh_cont","better_1y_ago_cont","has_hinsur","favor_aca","afraid_dem_cand","disgust_dem_cand","afraid_rep_cand","disgust_rep_cand","lib_con_scale_cont","incgap_morethan_20y_ago","economy_improved","unempl_improved","speaksmind_dem_cand","speaksmind_rep_cand","soc_spend_favor_cont","def_spend_favor_cont","private_hi_favor_cont","shoud_hard_buy_gun","favor_affirmaction","govt_benefit_all","all_ingovt_corrup","election_makegovt_payattn","global_warming_happen","favor_death_penalty","econ_better_since_2008","relig_important","age_cont","married","schooling_cont","latinx","white","black","both_parents_bornUS","any_grandparent_foreign","rent_home","has_unexp_passap","should_roughup_protestors","justified_useviolence","consider_self_feminist","ppl_easily_offended_nowadays","soc_media_learn_pres","satisfied_life","intvote_beforeelec_2016","vote_pres_2012","vote_pres_2016","swing_2016","swing_2016_2012"
1,1,0,1,0,0,0,70,3,1,1,0,-1,1,-2,-1,-1,0,1,-1,-2,2,-1,2,1,0,-1,0,0,1,1,1,0,0,79,1,13,0,1,0,1,1,0,1,-2,-2,0,1,1,2,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,10,60,0,0,1,-1,0,1,0,-1,-2,1,0,-1,-2,2,-2,2,3,0,-1,0,1,-1,0,0,-1,0,30,0,13,0,1,0,1,0,0,0,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,1,1,0,1,1,85,40,2,0,1,1,-2,-2,-2,0,-1,1,-1,-1,0,2,2,1,0,1,0,1,-1,0,1,0,0,1,65,0,9,0,1,0,1,0,1,0,-2,-2,0,0,1,0,"Clinton","Obama","Clinton",0,0
1,0,0,1,0,0,0,86,2,-1,1,-1,1,1,-1,-2,-2,1,0,0,1,1,-1,2,1,0,0,0,1,1,0,0,-1,1,44,1,12,0,1,0,1,1,0,1,0,-1,0,1,0,1,"Trump","Romney","Trump",0,0
1,0,0,1,0,0,15,70,1,-1,1,-1,1,1,-2,-1,0,0,0,0,-1,1,0,-1,0,1,0,0,0,1,1,1,-1,1,54,0,10,0,1,0,1,0,0,1,-2,-2,0,0,0,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,85,0,1,0,1,0,-2,-1,2,2,2,1,-1,1,1,-2,0,1,0,1,-1,0,-1,0,1,0,1,0,70,0,12,0,1,0,1,0,0,1,-1,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,85,1,0,1,-1,2,2,-2,-2,-2,1,-1,-1,-2,2,-3,2,2,0,-1,0,0,0,0,0,1,0,66,1,14,0,1,0,1,1,0,1,-1,-2,1,1,0,0,"Trump","Romney","Trump",0,0
1,0,0,1,0,0,0,100,3,0,1,-1,2,2,-2,-2,-1,1,-1,-1,-1,1,0,2,3,0,-1,0,1,-1,1,0,-1,1,38,1,10,0,1,0,1,0,0,0,0,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,0,71,1,1,0,1,1,-1,-1,0,1,2,1,-1,1,1,2,1,0,1,1,0,0,-1,1,1,1,0,0,69,1,14,0,1,0,1,1,0,1,0,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,0,0,0,10,0,2,-1,1,1,-1,0,0,1,-2,1,-1,1,0,2,0,0,1,1,0,0,0,0,1,1,1,0,55,1,16,0,0,0,0,1,0,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,70,15,0,0,1,-1,-2,-1,-1,2,0,1,0,-1,0,1,-1,0,0,1,-1,0,0,0,1,0,0,0,73,0,14,0,1,0,1,0,0,1,0,-2,1,1,0,-1,"Clinton","Romney","Clinton",0,1
2,1,0,0,0,0,70,0,1,1,1,1,-2,-2,2,2,1,-1,-1,1,0,2,1,0,1,1,-1,0,0,1,1,1,1,1,39,1,13,0,1,0,1,0,0,0,0,-2,1,1,1,2,"Clinton","Romney","Clinton",0,1
-1,1,0,0,0,0,30,30,1,1,1,-1,-2,-2,-1,1,-1,1,1,1,0,-1,-1,1,2,1,-1,1,-1,1,1,0,1,1,73,1,10,0,1,0,1,0,0,1,-1,-2,0,1,0,1,"Trump","Obama","Johnson",1,1
2,1,0,1,0,0,1,30,0,-2,1,-1,2,2,-2,0,-1,1,0,0,0,2,-3,3,3,0,-1,0,1,-1,0,0,-1,0,53,1,9,0,1,0,1,0,0,0,-2,-2,0,1,0,0,"Trump","Romney","Johnson",1,1
1,1,1,0,0,0,60,0,1,0,1,1,-1,-2,2,2,2,1,-1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,65,1,16,0,1,0,1,1,0,1,-2,-2,1,1,0,1,"Clinton","Obama","Clinton",0,0
1,1,0,0,0,1,85,30,0,1,1,1,-1,0,-1,-1,0,1,1,1,2,2,-1,-2,-3,-1,1,0,2,1,1,1,1,1,66,0,10,0,0,1,1,0,1,0,0,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,100,5,2,1,0,1,2,-2,-2,-3,1,-1,0,-2,2,-3,-3,3,-1,0,0,2,1,1,0,1,1,28,1,10,0,1,0,1,0,1,0,0,0,1,0,1,2,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,20,60,3,-1,1,-1,-1,0,-2,-1,-2,1,-1,1,-1,2,-3,2,3,0,-1,0,0,-1,1,0,-1,1,49,1,13,0,1,0,1,0,0,1,-1,-2,0,1,1,1,"Johnson","Romney","Trump",1,0
1,1,1,0,0,0,60,60,1,0,1,1,-2,-2,0,0,3,1,-1,-1,0,2,0,2,0,1,0,0,0,1,1,1,1,0,77,1,14,0,1,0,0,1,0,1,0,-1,1,1,0,1,"Clinton","Obama","Clinton",0,0
1,0,0,1,0,0,2,70,0,0,1,-1,2,2,-2,-1,-2,1,0,0,0,1,-2,0,3,0,-1,0,1,-1,0,0,-1,1,58,0,13,0,1,0,1,0,0,1,-1,-2,1,0,1,2,"Trump","Romney","Trump",0,0
1,0,1,0,0,1,70,0,3,1,1,1,-2,-2,2,2,1,1,-1,-1,0,1,0,0,0,1,0,0,-1,1,1,0,1,0,50,1,14,0,1,0,1,0,0,1,1,-2,0,1,0,1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,60,0,1,0,1,1,-2,-2,2,2,0,1,1,1,0,1,0,0,0,0,-1,0,-1,0,1,1,1,0,50,1,12,0,1,0,1,0,0,1,-2,-2,1,1,1,2,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,0,85,60,2,0,1,0,-2,-1,1,1,0,1,1,1,1,1,0,2,0,0,-1,0,0,1,1,1,1,1,69,1,11,0,1,0,1,0,0,0,0,-2,0,1,0,1,"Clinton","Obama","Clinton",0,0
0,0,0,1,0,0,5,49,4,0,1,-1,1,1,-1,-1,-2,1,-1,-1,-1,1,-3,0,2,1,-1,0,0,0,1,1,0,1,41,1,13,0,1,0,1,1,0,0,-1,-2,1,1,1,2,"Trump","Romney","Trump",0,0
1,1,0,1,1,0,0,100,3,-1,1,-1,2,2,-2,-1,0,1,-1,-1,1,2,-3,0,3,0,-1,0,0,0,0,1,0,1,34,1,9,0,1,0,1,0,0,0,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,1,1,81,16,3,0,1,1,-2,-2,1,1,2,1,1,-1,0,2,0,0,1,1,0,1,0,0,1,0,0,0,42,1,14,0,1,0,1,0,1,1,-2,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,85,0,0,2,1,1,-2,-2,2,2,3,1,1,1,2,2,3,-1,-3,1,1,0,-1,0,1,1,1,0,27,0,14,0,1,0,1,1,1,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,0,0,0,15,40,1,-1,1,1,0,0,0,-1,0,1,-1,-1,0,1,1,0,-3,0,-1,0,0,-1,1,1,-1,0,75,1,13,0,1,0,1,0,0,0,0,-2,0,1,0,1,"Johnson","Obama","Johnson",0,1
1,0,0,1,0,0,2,60,6,0,1,-1,1,2,-1,1,-2,1,0,-1,1,2,0,1,3,1,-1,0,1,1,0,0,-1,1,34,1,14,0,1,0,1,0,0,1,1,-2,0,1,1,2,"Trump","Romney","Trump",0,0
1,1,1,0,0,0,70,1,2,0,1,1,-2,-2,-1,2,3,1,1,1,0,-1,3,-3,-3,1,0,0,-1,0,1,1,1,0,54,1,14,0,1,0,1,1,0,1,-2,-2,1,0,1,-1,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,0,85,15,1,1,1,-1,-1,-1,2,2,-1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,33,1,9,1,1,0,0,0,0,0,0,0,0,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,60,1,0,1,-1,1,2,-1,-1,-2,1,0,0,-2,2,-3,2,1,0,-1,0,1,-1,0,0,-1,1,78,1,13,0,1,0,1,1,0,1,2,-2,0,0,1,0,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,0,65,3,0,1,-1,2,2,-1,-2,-3,0,0,-1,-2,2,-1,0,3,0,-1,0,-1,-1,1,0,0,1,28,1,13,0,1,0,1,0,1,1,2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,0,0,1,0,0,0,85,1,1,1,1,2,2,0,-2,-2,1,1,1,-2,2,-1,3,0,0,-1,0,1,1,0,1,1,1,32,1,13,0,1,0,1,0,0,1,0,-2,0,1,1,1,"Trump","Romney","Trump",0,0
0,0,0,0,0,0,15,30,0,0,1,-1,1,1,0,-1,-1,1,-1,-1,-2,1,-3,-1,3,0,-1,0,1,0,1,1,-1,0,32,0,13,0,1,0,1,0,1,1,-1,-2,0,1,1,1,"Trump","Romney","Johnson",1,1
1,1,1,0,0,0,40,15,3,0,1,-1,-1,-2,-1,0,0,1,-1,1,0,1,-1,0,2,1,-1,0,0,-1,1,1,1,1,47,1,13,0,1,0,0,1,0,1,0,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,85,8,-1,1,-1,2,2,-2,-2,-3,1,0,0,-2,1,-2,3,2,0,-1,0,1,0,1,0,-1,1,64,1,10,0,1,0,1,0,0,1,0,-2,0,0,0,0,"Trump","Romney","Trump",0,0
1,1,1,0,1,0,85,0,5,-1,0,0,-2,-2,1,-1,0,1,-1,1,1,1,0,1,0,-1,1,1,-1,1,1,1,1,1,46,1,9,1,0,0,0,1,1,1,-2,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
0,1,1,0,0,1,100,0,0,1,1,0,-2,-2,2,2,2,1,1,1,2,1,-1,0,-2,1,0,1,-1,0,1,1,1,1,68,0,10,0,1,0,1,0,0,1,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,1,0,0,30,70,4,0,0,-1,1,1,-1,-1,0,1,0,0,-1,2,-2,0,2,1,0,0,1,0,1,0,0,1,66,1,14,0,1,0,1,0,0,1,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
-1,0,1,0,1,0,23,0,3,0,1,1,0,-2,-2,2,2,1,0,1,0,1,-1,-1,1,0,-1,0,1,-1,1,1,0,0,27,0,10,0,1,0,0,1,0,1,0,-2,0,0,1,1,"Johnson","Obama","Johnson",0,1
1,1,1,0,0,1,85,0,2,0,1,1,-2,-1,-1,1,1,1,1,1,0,2,0,1,-1,1,-1,0,-1,0,1,1,1,0,44,1,13,0,1,0,0,1,0,1,-2,-2,0,1,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,85,15,1,1,1,0,-2,-2,1,1,0,1,1,1,2,-1,1,1,-3,1,-1,0,-1,1,1,0,1,1,75,1,14,0,1,0,1,0,0,1,2,-2,0,1,0,2,"Clinton","Obama","Clinton",0,0
0,0,0,1,0,0,0,100,0,-1,1,-1,2,2,-2,-2,-3,1,0,0,-2,2,0,2,2,0,0,0,0,-1,1,0,-1,0,47,0,11,0,1,0,1,0,0,1,2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,100,1,0,1,-1,2,2,-2,-1,-1,1,0,0,1,1,-3,3,3,0,-1,0,0,1,0,0,-1,1,31,1,14,0,1,0,1,1,0,1,-1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,0,100,0,0,1,-1,2,2,-2,-2,-2,1,0,0,-2,2,-3,2,3,-1,-1,0,0,0,1,1,-1,0,76,0,9,0,1,0,1,0,0,0,-1,-2,0,1,0,0,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,100,0,0,1,-1,1,2,-2,-2,-2,1,0,0,-2,2,-2,2,2,0,-1,0,1,-1,0,0,-1,1,74,1,10,0,1,0,0,1,0,0,2,0,1,1,1,0,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,85,0,3,1,0,0,-2,-2,2,2,3,1,1,1,2,2,3,0,-3,1,-1,0,1,0,1,1,1,1,34,0,9,0,1,0,1,0,1,0,-2,-2,0,0,1,0,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,87,30,1,0,1,1,-2,-2,2,2,0,1,-1,1,1,-1,1,1,-1,1,-1,0,0,0,1,0,1,0,63,1,13,0,1,0,0,1,0,1,1,-2,1,1,1,2,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,100,0,0,1,1,1,-2,-2,2,2,2,0,1,1,1,-1,1,0,1,1,0,0,0,0,1,0,1,1,61,0,9,0,1,0,0,1,1,0,0,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,70,0,4,1,1,0,-2,-1,2,2,1,1,1,1,2,2,-1,-2,3,1,0,0,0,0,1,0,1,0,35,1,13,0,1,0,1,0,0,1,-1,-2,0,0,1,2,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,5,60,1,-1,1,-1,1,1,0,-1,-1,1,-1,-1,1,2,0,-2,0,0,0,0,0,1,1,1,-1,1,59,1,15,0,1,0,1,1,0,1,-1,-2,1,1,1,-2,"Stein","Romney","Trump",1,0
1,1,1,0,0,0,40,0,0,1,1,0,-1,-1,1,2,2,1,-1,1,-1,1,1,0,-3,1,-1,0,1,-1,1,1,1,0,64,1,15,0,1,0,1,1,0,0,-1,-2,1,1,0,-1,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,1,72,2,1,1,1,0,-2,-1,1,2,2,1,1,1,-1,2,2,0,1,0,0,0,0,-1,1,0,1,1,36,0,14,0,0,1,1,0,1,0,-2,-2,0,1,1,1,"Clinton","Obama","Clinton",0,0
0,0,0,1,1,0,15,70,1,-1,1,1,1,1,-1,0,0,-1,0,0,-1,1,0,2,2,0,0,0,1,-1,1,0,-1,1,82,1,10,0,1,0,1,0,0,0,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
2,1,1,0,0,0,85,0,2,0,1,0,-2,-2,-1,2,0,1,-1,-1,1,1,1,-1,0,1,0,0,-1,0,1,0,1,0,59,0,14,0,1,0,1,0,0,1,-2,-2,0,1,0,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,1,100,0,2,0,0,0,-2,-2,2,2,2,1,1,1,2,1,0,2,-1,1,1,0,0,1,1,0,1,1,57,0,9,0,0,1,1,0,0,0,-2,-2,0,0,0,1,"Clinton","Obama","Clinton",0,0
1,1,1,1,0,0,85,70,0,0,1,0,-2,-2,1,0,1,1,-1,-1,1,2,-1,0,-1,0,-1,0,0,1,1,0,0,0,84,0,10,0,1,0,1,1,0,0,1,-2,1,1,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,100,0,-1,1,-1,1,2,-2,-2,-2,1,0,0,-1,1,-2,1,2,0,-1,0,0,1,1,0,-1,0,66,0,13,0,1,0,1,1,0,0,-1,-2,0,1,0,0,"Trump","Romney","Trump",0,0
1,1,1,0,0,0,85,0,0,1,1,1,0,-2,2,2,0,1,-1,1,1,2,2,2,3,1,0,0,1,1,1,0,1,1,44,0,9,0,1,0,0,1,0,0,2,-2,0,1,1,2,"Clinton","Obama","Clinton",0,0
1,1,0,0,0,1,0,0,1,1,1,0,2,1,1,1,0,-1,-1,-1,0,-2,0,0,0,0,0,0,0,1,1,0,0,0,24,0,13,0,1,0,1,0,1,0,-2,-2,0,0,1,1,"Johnson","Obama","Johnson",0,1
1,1,1,1,0,0,2,84,1,-1,1,-1,2,1,-2,-2,-2,0,0,0,0,0,-2,-2,2,0,0,0,0,0,0,0,-1,1,65,1,13,0,1,0,1,1,0,0,0,-2,0,1,1,1,"Trump","Romney","Trump",0,0
2,1,0,1,1,0,15,30,3,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,-2,1,-2,-2,-1,1,-1,0,-1,0,1,0,1,0,39,0,14,0,1,0,1,0,0,1,0,-2,0,1,1,1,"Johnson","Obama","Trump",1,1
1,1,1,0,0,0,70,0,1,0,1,1,-2,-2,2,2,-1,1,1,1,1,1,0,1,0,1,1,0,-1,0,1,1,1,1,69,1,13,0,1,0,0,1,0,1,-2,-2,1,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,100,2,-1,1,-1,2,2,-2,-2,0,-1,0,0,0,2,-3,0,-3,0,-1,0,2,0,0,0,-1,1,73,0,6,0,1,0,1,0,0,0,0,0,0,1,0,0,"Trump","Romney","Trump",0,0
1,0,0,1,0,0,2,99,0,-1,1,-1,2,2,-2,-1,-2,1,0,0,-2,2,-1,2,3,0,0,0,1,-1,0,0,-1,1,58,0,10,0,1,0,1,1,0,1,2,-2,1,1,1,1,"Trump","Romney","Trump",0,0
1,1,0,0,1,0,15,0,0,0,1,0,-2,0,-2,1,0,1,-1,-1,1,1,3,0,0,1,0,0,-1,0,0,0,0,1,70,0,9,0,1,0,1,0,0,0,-1,-2,0,1,1,1,"Stein","Obama","Stein",0,1
1,1,0,1,0,0,0,85,3,0,1,1,1,1,-2,-2,-2,1,-1,0,-2,2,-2,1,2,1,1,0,1,-1,1,0,-1,1,69,1,12,1,1,0,0,1,0,1,0,-2,0,1,0,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,85,0,4,1,1,1,-2,-2,2,2,2,1,1,1,2,0,2,0,-3,1,1,0,-1,1,1,1,1,1,53,1,16,0,1,0,1,0,0,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,87,1,1,1,1,1,-2,-2,1,1,2,1,1,1,0,2,1,1,1,1,0,0,1,1,1,1,1,1,60,1,13,0,0,1,1,0,0,0,-2,-2,1,0,1,-1,"Clinton","Obama","Clinton",0,0
1,0,0,0,0,0,40,10,2,1,1,1,1,1,2,2,0,1,1,1,0,-2,1,0,2,1,0,0,1,0,1,0,1,0,31,1,13,0,1,0,0,1,0,1,0,0,0,0,1,0,"Clinton","Obama","Clinton",0,0
1,-1,0,0,0,0,0,60,0,0,1,0,-1,1,0,-1,-1,1,-1,-1,-2,2,-3,-3,0,1,-1,0,1,0,1,0,0,0,48,0,14,0,1,0,1,0,0,1,-2,-2,0,1,0,1,"Trump","Romney","Trump",0,0
0,0,0,1,1,0,0,70,3,0,1,-1,1,1,-1,-1,-1,1,0,-1,-2,2,0,3,2,0,0,0,1,0,0,1,-1,1,46,1,13,0,0,0,0,0,0,1,0,-2,0,0,1,1,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,100,1,0,0,0,1,-2,-2,2,1,0,1,-1,1,0,0,3,1,-3,1,0,1,-1,1,1,0,1,1,35,0,13,0,1,0,1,0,1,1,-2,-2,1,1,1,-1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,70,0,0,0,1,1,-1,-2,-1,1,0,1,0,-1,2,1,0,0,0,1,0,0,0,1,1,0,0,1,80,0,10,0,1,0,1,1,0,1,2,-2,0,0,0,0,"Clinton","Obama","Clinton",0,0
1,0,0,0,0,0,31,70,3,0,1,-1,2,1,-2,-1,-1,1,0,-1,-1,2,-3,3,3,0,-1,0,0,0,1,0,1,1,43,1,14,0,1,0,1,0,0,1,0,-2,1,1,0,0,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,4,73,5,0,1,-1,2,1,-1,-2,-2,1,-1,-1,-2,2,-2,1,3,0,-1,0,0,0,1,0,-1,1,49,1,16,0,1,0,1,0,0,1,-1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,2,41,4,0,1,-1,2,2,1,0,-2,1,-1,-1,-2,2,-2,1,3,0,-1,0,1,1,1,0,1,1,56,1,10,0,1,0,1,0,0,1,1,1,1,1,1,0,"Trump","Romney","Trump",0,0
0,0,1,0,0,1,71,1,2,1,1,1,-1,-2,2,2,3,1,-1,1,1,1,1,-1,-2,1,-1,0,-1,0,1,1,0,0,39,1,14,0,1,0,1,0,0,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,1,0,2,85,1,0,1,-1,-1,2,-2,-2,-2,1,-1,0,0,2,0,1,2,0,-1,0,0,-1,0,0,1,1,59,1,14,0,1,0,1,0,0,0,-1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,87,1,2,1,1,1,-2,-2,2,2,2,1,1,1,2,2,0,0,0,1,0,0,0,1,1,1,1,0,41,1,16,0,1,0,1,1,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,100,4,0,1,-1,2,2,-1,-1,-3,1,-1,0,-2,2,-2,3,3,0,-1,0,1,0,0,0,-1,1,39,1,14,0,1,0,1,0,0,0,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,40,70,0,-1,1,-1,1,1,-1,-1,0,1,-1,1,-1,1,-1,3,3,1,-1,0,1,-1,1,0,0,0,59,0,9,0,1,0,1,0,0,1,1,-2,0,0,0,-1,"Trump","Obama","Trump",0,1
1,1,0,1,0,0,30,70,1,0,1,-1,-1,-1,-2,-2,-2,0,-1,-1,0,2,0,1,2,0,-1,0,0,0,0,0,0,1,74,1,9,0,1,0,1,0,0,0,-2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
0,1,1,0,0,0,80,0,2,0,1,1,-1,-1,2,1,1,1,1,1,1,-1,1,0,-1,1,0,0,0,0,1,0,1,1,31,1,10,0,1,0,1,0,0,1,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,1,85,1,0,1,-1,1,2,-1,-2,-2,0,-1,-1,0,2,-2,1,1,0,0,0,-1,-1,1,0,0,1,68,1,13,0,1,0,1,0,0,1,2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
0,1,1,0,0,0,99,0,1,0,1,1,-2,-2,1,1,3,1,1,1,0,2,1,-2,-2,1,1,0,-1,0,1,1,0,0,32,1,13,0,1,0,1,1,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
2,0,1,1,0,0,15,0,2,-1,1,-1,-2,-1,1,0,-1,1,-1,-1,0,1,-2,0,-1,1,-1,0,-1,0,1,1,1,1,63,1,15,0,1,0,1,1,0,1,-1,-2,0,0,0,1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,87,0,0,2,1,1,-2,-2,2,2,3,1,-1,-1,2,2,2,-3,-3,1,1,0,-1,1,1,1,1,0,33,0,14,0,1,0,1,0,1,1,-2,-1,1,0,1,0,"Clinton","Obama","Clinton",0,0
0,1,0,1,0,0,2,80,2,0,1,-1,-1,1,-2,-1,0,1,0,0,-2,2,0,3,-3,0,-1,0,-1,-1,1,1,-1,1,55,1,9,0,1,0,1,0,0,0,2,-2,1,1,1,2,"Trump","Romney","Trump",0,0
0,1,0,1,0,0,0,100,1,0,1,-1,2,2,-2,-2,-2,-1,0,0,1,2,-3,3,3,0,-1,0,1,0,0,0,-1,1,69,1,8,0,1,0,1,0,0,1,2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,0,85,1,0,1,0,1,2,-2,-1,-2,1,0,0,-2,1,-1,3,3,0,-1,0,1,0,0,0,-1,1,80,1,9,0,1,0,1,1,0,1,1,-2,0,1,1,2,"Trump","Romney","Trump",0,0
0,1,1,0,0,1,85,0,1,2,0,0,-2,-2,2,2,1,1,1,1,2,2,1,0,-2,1,0,0,1,0,1,0,0,1,61,0,12,0,1,0,1,1,0,0,0,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,0,100,0,1,1,1,1,-2,-2,1,2,1,1,0,-1,1,2,-1,1,-3,1,0,0,0,1,1,0,0,1,63,0,9,0,0,1,1,1,0,0,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
1,-1,1,0,0,0,56,5,1,0,1,1,-2,-2,1,2,0,1,-1,-1,1,1,0,1,-1,0,-1,0,-1,0,1,0,1,0,71,1,10,0,1,0,0,1,0,1,0,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,30,0,1,2,1,1,-1,-1,2,2,2,1,1,1,0,1,1,1,-1,1,-1,0,-1,-1,1,0,1,0,34,1,14,0,1,0,1,0,0,0,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,15,41,0,0,1,-1,2,2,1,0,-2,1,-1,-1,-1,2,-2,0,3,0,-1,0,1,0,1,0,0,0,49,0,13,0,1,0,1,1,1,0,-1,-2,0,1,1,-1,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,85,1,-1,1,-1,2,1,-2,-2,-2,1,0,-1,-1,1,-2,2,3,0,-1,0,0,1,1,0,-1,0,61,0,9,0,0,0,0,1,0,1,2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,0,0,1,0,0,1,65,3,0,1,-1,1,2,-1,-2,-2,1,-1,0,0,2,-3,1,3,-1,-1,0,0,0,1,0,1,1,39,1,13,0,1,0,1,0,0,0,2,-2,0,1,0,1,"Trump","Romney","Trump",0,0
1,0,0,0,0,0,0,75,0,0,1,-1,0,1,-2,-1,-3,1,-1,-1,0,1,-1,0,0,0,-1,0,1,-1,1,0,-1,0,72,0,13,0,1,0,1,0,0,0,-1,-2,0,1,0,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,85,0,1,2,1,1,-2,-1,1,1,2,1,1,1,1,2,1,1,0,1,1,0,-1,1,1,0,1,0,76,1,13,0,1,0,1,0,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,100,2,4,2,1,1,-2,-2,2,2,2,1,1,1,-1,-2,1,1,2,1,1,1,-1,0,1,0,1,0,41,1,12,0,0,1,1,0,0,1,-2,-2,0,0,0,0,"Clinton","Obama","Clinton",0,0
2,1,1,1,0,1,100,15,3,0,0,1,-2,-2,2,2,0,1,1,-1,1,1,2,0,-2,1,1,0,-1,0,1,1,1,1,50,1,14,0,0,1,1,1,0,0,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,85,16,0,1,1,1,-1,-1,1,1,3,1,1,1,0,-2,2,-1,-3,1,0,0,-1,0,1,1,1,1,73,0,12,0,1,0,1,0,0,1,-2,-2,1,0,0,2,"Clinton","Obama","Clinton",0,0
1,0,0,1,0,0,50,85,2,1,1,0,1,0,-1,-1,-2,1,0,-1,0,2,0,3,0,1,-1,0,1,1,0,0,-1,1,67,1,13,0,0,0,0,1,0,1,1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,1,84,0,-1,1,-1,1,2,-1,-1,-2,1,-1,-1,1,2,-3,2,3,0,-1,0,0,0,1,0,0,1,59,1,10,0,1,0,1,1,0,1,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
