"pay_attn_pol_cont","int_follow_campg","anything_like_dem_cand","anything_like_rep_cand","approve_congr","things_right_track","feel_dem_cand_cont","feel_rep_cand_cont","how_many_live_hh_cont","better_1y_ago_cont","has_hinsur","favor_aca","afraid_dem_cand","disgust_dem_cand","afraid_rep_cand","disgust_rep_cand","lib_con_scale_cont","incgap_morethan_20y_ago","economy_improved","unempl_improved","speaksmind_dem_cand","speaksmind_rep_cand","soc_spend_favor_cont","def_spend_favor_cont","private_hi_favor_cont","shoud_hard_buy_gun","favor_affirmaction","govt_benefit_all","all_ingovt_corrup","election_makegovt_payattn","global_warming_happen","favor_death_penalty","econ_better_since_2008","relig_important","age_cont","married","schooling_cont","latinx","white","black","both_parents_bornUS","any_grandparent_foreign","rent_home","has_unexp_passap","should_roughup_protestors","justified_useviolence","consider_self_feminist","ppl_easily_offended_nowadays","soc_media_learn_pres","satisfied_life","intvote_beforeelec_2016","vote_pres_2012","vote_pres_2016","swing_2016","swing_2016_2012"
0,0,1,0,0,1,70,15,0,1,1,1,-2,-1,-1,1,2,1,1,1,2,1,-1,0,2,1,0,1,0,-1,1,0,1,0,55,0,10,0,1,0,1,1,0,1,0,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,0,87,0,0,-1,1,1,-2,-2,1,1,1,1,0,-1,2,0,2,1,1,1,0,0,-1,0,1,1,-1,1,83,0,14,0,1,0,1,0,0,0,0,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
-1,1,1,0,0,1,100,0,1,0,1,1,-2,-2,2,2,0,-1,-1,-1,1,2,3,-1,-3,1,1,0,0,0,1,0,1,1,46,0,9,0,0,1,1,0,1,0,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
1,0,0,1,0,0,0,85,0,0,1,-1,2,2,-1,-1,-3,1,-1,-1,1,2,2,1,1,0,-1,0,0,1,0,0,0,1,63,0,13,0,1,0,1,0,0,0,-1,-2,0,1,1,-1,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,60,2,-2,1,-1,2,2,0,0,-3,1,0,0,-2,2,-3,2,3,-1,-1,0,1,-1,1,0,-1,1,44,1,12,0,1,0,1,0,1,0,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
-1,0,0,0,0,0,1,0,1,0,1,1,0,-1,2,1,0,1,0,-1,0,0,1,0,2,1,-1,0,0,0,1,0,1,0,63,1,9,0,1,0,1,0,0,1,-2,-2,0,1,1,0,"Johnson","Romney","Clinton",1,1
2,1,0,0,0,0,0,70,1,-1,0,-1,1,2,-2,-2,-2,-1,0,0,-2,2,-2,3,3,-1,-1,0,1,0,0,0,-1,1,54,0,13,0,1,0,1,0,0,0,1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,0,0,1,1,0,15,30,1,-1,1,0,1,1,0,0,-1,1,-1,1,-2,1,-2,1,-2,1,-1,1,-1,0,1,0,0,0,64,0,10,0,1,0,1,1,1,0,-1,-2,0,0,0,1,"Trump","Obama","Trump",0,1
2,1,0,0,0,0,31,32,1,0,1,-1,1,0,-1,-1,0,-1,-1,1,0,1,-2,-1,3,0,-1,0,-1,0,1,0,1,1,85,1,13,0,1,0,1,1,0,1,-1,-2,1,0,1,2,"Johnson","Romney","Trump",1,0
1,1,0,0,0,0,0,85,1,-1,1,-1,-1,1,-2,-1,-2,0,-1,-1,-2,2,-3,0,3,0,-1,0,0,0,0,1,-1,1,65,1,12,0,1,0,1,1,0,0,-1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,85,0,1,1,1,1,-2,-2,0,2,2,1,-1,1,1,-1,2,-2,-3,1,1,0,0,1,1,0,1,0,30,0,13,0,1,0,1,0,1,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,70,15,3,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-2,0,-3,0,0,0,0,1,1,1,1,0,54,0,16,1,1,0,0,1,0,1,-1,-2,1,1,0,0,"Clinton","Obama","Clinton",0,0
1,0,0,0,0,0,0,0,3,0,1,-1,2,2,2,-1,-2,1,-1,-1,-2,1,1,2,-1,1,-1,0,1,-1,1,0,-1,1,57,1,9,0,0,0,1,0,0,1,-2,-2,1,1,1,2,"Johnson","Romney","Trump",1,0
0,1,1,1,0,1,67,27,2,0,1,1,-2,-1,0,1,0,1,1,1,0,2,2,0,-1,1,1,0,-1,1,1,0,1,1,64,0,14,1,0,0,1,1,1,1,-2,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,0,100,0,1,0,1,1,-2,-2,2,2,2,1,1,1,2,2,1,0,-2,1,1,0,1,0,1,1,1,1,75,1,9,0,1,0,1,0,0,1,-2,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,0,0,0,59,41,5,0,1,0,-2,-2,-1,-1,1,1,1,-1,1,2,1,0,0,1,0,0,-1,0,0,0,1,0,56,1,9,0,1,0,1,0,0,0,0,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,1,1,92,0,0,1,1,1,-2,-2,2,2,2,1,1,1,0,2,3,-2,-2,1,1,1,-1,0,1,0,1,0,27,0,13,0,1,0,1,0,1,0,-1,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,1,1,0,0,40,40,0,-1,0,0,-1,-1,0,0,1,1,-1,-1,-1,2,1,2,-3,1,0,0,1,0,1,1,1,0,56,0,11,0,1,0,1,0,0,1,-1,-2,0,1,0,-1,"Clinton","Obama","Trump",1,1
-1,0,0,1,0,0,0,60,2,-1,1,1,2,2,-1,-1,1,1,-1,0,-1,2,1,1,-1,1,1,0,1,-1,1,0,-1,0,73,1,10,0,1,0,0,1,1,0,-1,-2,0,1,0,-2,"Trump","Obama","Trump",0,1
1,1,1,1,1,1,95,0,2,1,1,1,-2,-1,2,2,0,1,-1,1,0,2,0,0,-2,1,-1,1,-1,0,1,1,1,1,56,1,15,0,1,0,1,0,0,1,-1,-2,0,0,0,1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,95,0,3,-1,1,1,-2,-2,1,2,2,1,1,-1,2,1,1,0,-1,1,0,0,-1,1,1,1,1,1,64,1,14,0,1,0,1,0,0,0,-2,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
-1,0,0,1,1,0,1,60,0,-1,1,0,0,1,-1,-1,-1,1,0,-1,-1,0,-2,-1,1,1,-1,0,-1,0,1,0,-1,0,56,0,13,0,1,0,0,1,1,1,0,-2,1,1,1,0,"Johnson","Romney","Trump",1,0
-1,-1,1,0,1,1,85,0,0,0,1,0,-2,-2,2,1,0,0,0,-1,1,2,0,0,0,1,1,0,0,0,1,1,1,1,38,0,7,0,0,1,1,0,1,1,-1,-2,1,1,1,0,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,100,0,1,1,1,1,-2,-2,1,2,2,1,1,1,0,-1,0,-1,0,1,1,0,-1,1,1,0,1,0,50,1,13,0,1,0,0,1,0,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
1,1,1,1,0,0,60,62,1,-1,1,-1,-2,-2,-1,-1,-1,1,1,1,-2,1,2,-3,-3,1,1,0,-1,-1,1,0,1,0,62,1,11,0,1,0,1,0,0,1,1,-2,0,1,1,0,"Trump","Obama","Trump",0,1
0,0,1,0,0,1,80,0,3,2,1,1,-2,-2,2,2,2,1,-1,1,1,-2,1,0,1,1,0,0,0,0,1,0,0,0,48,1,14,0,1,0,0,0,0,1,0,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
0,0,0,0,0,1,86,1,1,0,1,1,-2,-2,2,2,0,1,-1,-1,0,-2,0,0,0,1,0,1,0,0,0,1,1,1,66,0,8,0,0,1,1,0,0,0,0,0,0,0,1,-1,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,1,92,9,0,1,1,1,-2,-2,-1,2,1,1,1,-1,1,-2,1,1,1,-1,0,0,-2,0,1,0,1,0,31,1,4,1,1,0,0,1,1,0,-2,-2,1,0,1,-1,"Clinton","Obama","Clinton",0,0
-1,0,0,1,0,0,40,60,4,-1,1,0,0,-1,-1,-1,-1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,-1,1,48,1,12,0,1,0,1,0,0,0,0,-2,0,1,1,1,"Johnson","Romney","Johnson",0,1
0,0,1,0,1,0,60,40,2,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,2,1,0,-2,1,0,0,-1,1,1,0,1,1,62,1,14,0,1,0,1,0,0,1,0,-2,0,0,1,1,"Stein","Romney","Stein",0,1
0,0,0,1,1,0,15,60,0,0,1,1,1,0,-1,-1,-2,1,-1,1,0,2,2,2,0,1,0,0,-1,0,0,0,0,1,64,0,9,0,1,0,1,1,0,1,1,-2,0,1,1,-1,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,60,0,3,-1,1,0,-2,-2,1,1,0,1,-1,-1,0,1,1,-1,0,1,-1,0,-1,1,1,0,1,1,44,1,12,0,0,1,1,0,1,0,-2,-2,0,0,1,-1,"Clinton","Obama","Clinton",0,0
-1,0,1,1,0,1,70,3,0,1,1,1,-1,-1,2,2,1,1,1,1,1,2,-2,-2,-3,1,1,0,-1,0,1,1,1,0,72,0,10,0,1,0,1,0,1,0,-2,-2,1,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,85,0,1,0,1,1,-2,-1,1,2,0,1,1,1,0,1,0,0,-1,1,0,1,-1,1,1,1,1,0,72,1,13,0,1,0,1,0,0,1,-2,-2,1,0,0,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,15,0,1,0,1,-1,2,1,1,2,-2,0,-1,-1,2,2,-1,1,1,1,-1,1,1,0,0,1,1,1,47,1,13,0,1,0,1,1,0,0,-1,-2,1,0,1,1,"Johnson","Romney","Johnson",0,1
2,1,0,1,0,0,15,70,0,-2,1,-1,2,1,-2,-2,-2,-1,0,0,-2,2,-2,2,0,0,-1,0,1,0,1,0,-1,1,69,0,10,0,1,0,1,1,0,1,2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,60,0,1,0,1,-1,-1,-2,1,1,2,1,-1,-1,-2,0,0,-3,-3,1,1,0,-1,1,1,1,0,0,52,1,12,0,1,0,1,1,0,0,-2,-2,1,1,1,0,"Johnson","Obama","Clinton",1,0
0,0,0,1,1,0,0,100,0,0,1,-1,2,2,-2,-2,-1,1,0,-1,-1,2,-1,-2,-1,0,1,0,1,1,1,0,1,1,33,0,13,0,1,0,1,0,0,1,-1,-2,0,1,1,2,"Trump","Obama","Trump",0,1
1,1,0,1,0,0,0,100,3,1,1,1,2,2,-2,-2,-1,1,0,0,-2,2,0,3,1,1,-1,0,1,-1,1,0,-1,1,35,1,13,0,1,0,1,0,0,1,-1,-2,0,1,1,1,"Trump","Obama","Trump",0,1
0,1,0,1,0,0,3,86,4,-2,1,-1,0,2,0,-1,-1,1,-1,1,-2,2,-1,2,0,1,-1,0,2,-1,0,0,1,1,43,1,14,0,1,0,1,1,1,1,0,-2,0,1,1,1,"Johnson","Romney","Trump",1,0
1,0,0,0,0,1,100,15,1,1,1,0,-2,-1,2,1,0,1,1,-1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,51,1,10,0,0,1,1,0,0,0,0,2,0,0,1,2,"Clinton","Obama","Clinton",0,0
1,0,1,0,1,0,85,15,1,0,1,1,-1,-2,2,1,2,1,-1,-1,2,2,2,0,3,1,0,0,1,-1,1,0,1,1,45,1,13,0,1,0,0,1,0,1,0,-1,0,0,1,1,"Clinton","Obama","Clinton",0,0
-1,0,0,0,1,0,60,15,0,1,1,1,-2,-2,1,0,0,1,1,1,0,2,0,1,2,1,-1,0,-1,0,1,0,-1,1,55,0,10,0,1,0,1,0,0,1,0,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,0,71,1,2,-1,1,0,-1,-1,2,2,2,1,0,-1,1,1,0,0,3,1,1,0,1,0,1,1,0,1,68,1,13,0,0,1,1,1,0,1,-2,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
-1,0,0,0,0,0,50,40,1,0,1,0,-1,-1,1,1,-1,1,-1,1,-1,0,0,0,0,1,0,0,1,-1,1,0,0,1,71,1,9,0,1,0,0,1,0,0,0,-2,0,1,1,1,"Clinton","Obama","Johnson",1,1
2,1,1,1,0,0,75,0,1,0,1,1,-1,-1,1,2,2,1,1,1,0,1,1,-2,-2,1,1,0,-1,0,1,1,1,1,67,1,14,0,1,0,1,0,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,1,0,1,1,100,15,1,2,1,1,-2,-1,1,1,3,1,-1,-1,0,2,0,1,1,1,1,0,0,1,1,1,0,0,28,0,15,0,1,0,1,0,1,1,0,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,60,1,0,1,1,1,1,-1,0,-2,0,0,-1,-2,2,-3,2,3,-1,1,0,1,0,0,0,-1,1,58,1,13,0,1,0,1,0,0,1,-1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
2,1,0,1,1,0,1,70,2,-1,1,-1,-1,1,-2,-1,-2,0,-1,-1,-2,2,-3,1,3,0,-1,0,0,0,1,0,1,0,38,1,13,0,1,0,1,0,0,1,-1,-2,1,1,1,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,100,0,2,0,1,1,-2,-2,1,2,1,1,1,1,1,2,2,0,-3,1,0,1,-1,0,1,0,1,0,68,1,9,0,1,0,1,0,0,1,-2,-2,1,0,0,2,"Clinton","Obama","Clinton",0,0
-1,-1,0,0,0,0,4,93,1,-2,1,-1,2,1,-2,-2,0,1,0,0,-1,2,1,3,2,0,0,0,0,0,1,0,-1,1,84,0,9,0,1,0,0,1,0,0,0,-1,0,1,0,-1,"Trump","Romney","Trump",0,0
-1,0,1,0,1,1,85,15,2,0,1,0,-2,-2,1,1,0,1,-1,-1,1,2,0,0,2,1,0,1,-1,1,1,0,1,1,62,1,13,0,1,0,1,0,0,1,-1,-2,0,0,0,0,"Clinton","Obama","Clinton",0,0
0,0,0,1,0,0,0,60,0,0,1,-1,1,2,-2,-2,0,1,-1,-1,2,2,-1,2,3,0,-1,0,-1,0,0,0,0,1,65,0,10,0,1,0,1,1,1,0,-1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
-1,-1,0,1,0,0,2,61,4,0,1,-1,0,1,-2,-2,-2,1,-1,-1,0,1,0,1,2,0,-1,0,0,-1,0,0,-1,1,36,1,14,0,1,0,1,0,0,0,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,1,1,0,0,0,85,15,0,1,1,1,-2,-2,2,1,2,1,0,0,0,1,2,1,0,1,0,0,0,1,1,0,1,0,63,0,14,0,1,0,1,1,0,1,1,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,0,1,1,0,0,40,60,0,-1,1,-1,2,1,0,-1,0,1,0,0,-1,2,-1,0,0,1,-1,0,1,-1,1,0,-1,1,51,0,10,0,1,0,1,0,1,1,0,-2,1,0,1,2,"Clinton","Obama","Trump",1,1
0,0,0,1,1,0,2,85,0,-1,1,-1,2,2,-2,-2,-3,1,0,0,0,2,2,2,2,1,0,0,0,-1,1,1,-1,1,62,0,10,0,1,0,1,1,0,1,-1,-2,0,1,1,2,"Trump","Romney","Trump",0,0
0,1,0,1,0,0,42,89,5,0,0,0,0,0,-1,-1,-1,0,0,-1,0,2,-1,2,0,1,0,0,0,0,1,0,-1,0,39,1,10,0,1,0,1,0,0,1,1,-2,1,1,1,0,"Trump","Romney","Trump",0,0
0,0,1,0,0,1,85,0,2,1,1,0,-2,-2,2,2,1,1,-1,-1,2,2,3,0,1,1,-1,0,0,1,1,0,0,1,54,1,13,0,1,0,1,0,0,0,-1,-2,1,1,0,2,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,0,100,0,1,1,1,1,-2,-1,2,2,-1,1,-1,1,0,-2,0,0,0,1,0,0,-1,1,1,0,0,0,63,0,9,0,1,0,0,1,0,1,0,2,0,1,0,2,"Clinton","Obama","Clinton",0,0
0,0,1,0,1,1,93,7,0,1,1,1,-2,-1,2,2,1,1,1,-1,1,2,1,1,0,1,-1,0,0,0,1,1,0,0,30,0,13,0,1,0,1,0,1,1,0,0,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,15,85,1,-1,1,-1,1,1,-1,-2,0,1,0,-1,-2,2,0,3,1,0,0,0,1,-1,0,0,0,1,44,0,10,0,1,0,1,0,0,0,-1,-2,0,0,1,0,"Trump","Romney","Trump",0,0
0,0,0,1,0,0,0,85,1,-1,0,-1,1,2,-2,-1,-3,0,-1,1,-2,2,-2,0,2,0,0,0,1,0,1,0,0,0,73,1,11,0,1,0,0,1,0,1,1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,0,85,0,0,0,1,1,-2,-1,2,2,1,1,-1,1,1,1,-1,0,-1,1,1,0,1,0,1,1,1,0,42,0,14,0,1,0,1,0,0,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,15,50,0,-1,1,-1,1,1,0,0,-3,0,0,0,-2,0,-3,1,-3,0,-1,0,-1,1,1,0,-1,1,67,1,11,0,1,0,1,0,0,0,1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,0,0,1,0,0,16,85,2,-1,1,-1,2,2,-1,-2,-3,1,0,-1,1,2,0,3,0,0,-1,0,2,0,0,0,-1,1,59,1,9,0,1,0,1,0,0,0,-1,-2,0,0,1,0,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,85,0,1,0,1,1,-1,-2,2,2,3,1,1,1,2,2,2,-2,-3,1,0,0,-1,1,1,1,1,0,63,1,15,0,1,0,1,1,1,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,70,2,-1,1,0,2,2,-2,-2,-1,1,1,1,-2,2,-3,0,3,0,-1,0,1,-1,1,0,1,0,29,1,13,0,1,0,1,0,0,0,-2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
0,0,0,1,0,0,3,81,0,-1,1,-1,2,2,-2,-2,-1,1,0,0,-1,2,-2,0,3,0,-1,0,-1,1,0,1,-1,1,27,0,13,0,1,0,1,0,0,1,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,99,7,1,1,1,1,-2,-2,1,2,0,1,1,1,1,1,2,0,-3,0,0,1,-1,0,1,1,1,1,55,1,14,0,1,0,1,0,1,0,0,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
2,0,0,0,1,1,70,15,0,-2,1,1,1,2,2,2,-1,1,1,-1,-1,0,1,1,0,1,1,0,-1,1,1,0,1,1,23,0,9,0,1,0,1,0,1,1,2,2,0,0,1,-2,"Clinton","Obama","Clinton",0,0
0,1,1,0,1,1,99,1,1,1,1,1,-2,-2,2,2,0,1,-1,1,1,-2,0,0,1,1,0,1,1,0,1,1,0,1,57,0,8,0,0,1,1,1,0,0,-2,-2,0,0,0,1,"Clinton","Obama","Clinton",0,0
1,1,1,1,0,0,0,30,1,-2,1,-1,1,1,1,1,0,1,-1,-1,-2,2,-1,2,-3,0,-1,0,-1,1,1,0,-1,1,61,1,13,0,1,0,1,0,0,1,-2,-2,1,1,0,1,"Johnson","Obama","Johnson",0,1
0,-1,1,1,0,0,15,15,2,-2,1,1,0,-1,-2,-2,1,1,0,-1,-1,2,1,-3,0,1,-1,0,0,0,1,1,-1,1,50,0,12,0,1,0,0,0,0,1,-2,-2,0,1,1,0,"Johnson","Obama","Trump",1,1
1,1,1,0,1,1,85,0,1,0,1,1,-2,-1,2,1,0,0,-1,1,0,1,0,-2,-2,1,-1,1,-1,0,1,1,0,1,68,1,13,0,1,0,1,0,0,1,0,-1,1,0,1,2,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,100,1,0,1,-1,1,2,-2,-2,-3,1,0,0,0,2,-3,3,3,-1,-1,0,1,0,0,0,-1,1,66,1,10,0,1,0,1,1,0,0,2,-2,0,1,0,-2,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,97,0,1,1,1,1,-2,-2,1,2,2,1,1,1,0,0,3,0,-3,1,0,0,0,0,1,1,1,0,65,1,14,0,1,0,1,1,0,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
2,1,1,1,0,0,70,53,5,0,1,1,-1,-1,1,0,1,1,1,-1,-1,2,0,-2,-2,-1,-1,0,0,1,1,1,1,0,61,1,15,0,0,0,0,1,0,1,1,1,0,0,1,1,"Johnson","Obama","Clinton",1,0
-1,-1,1,0,0,0,70,0,0,-1,1,1,-1,-2,1,2,1,1,-1,-1,1,1,-3,2,0,0,-1,0,1,-1,1,1,1,0,27,0,13,0,1,0,1,0,1,0,-2,-2,0,0,1,0,"Johnson","Obama","Johnson",0,1
1,0,1,0,0,1,60,0,1,0,1,1,-2,-1,2,2,3,1,1,1,-2,1,3,-2,-3,1,0,0,0,0,1,1,1,0,35,1,14,0,1,0,1,0,0,0,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,1,0,1,60,0,4,0,1,1,-1,0,-1,1,1,1,-1,1,0,1,0,-1,-3,1,0,0,1,1,1,1,1,0,56,1,14,0,1,0,1,1,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,0,85,0,1,0,1,1,-2,-2,2,1,0,1,1,1,1,-1,1,1,3,-1,0,0,0,0,0,1,1,1,53,0,12,0,0,1,1,1,0,1,0,1,1,1,1,0,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,85,15,1,0,1,1,-2,-2,0,1,1,1,1,1,1,2,-1,0,0,1,0,0,-1,0,1,0,1,1,68,1,13,0,1,0,1,0,0,1,0,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,85,0,1,2,1,1,-2,-2,2,2,-1,1,1,1,1,0,0,-1,0,1,0,0,0,1,1,0,1,0,68,1,13,0,1,0,1,0,0,1,2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
2,1,0,0,1,0,17,71,3,0,1,-1,1,1,-1,-1,-2,1,1,-1,-2,1,-1,2,2,-1,-1,0,-1,1,1,0,-1,1,82,1,14,0,1,0,1,0,0,0,-1,-2,0,1,0,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,85,0,0,1,1,1,-2,-2,1,2,1,1,-1,-1,2,-1,0,0,0,1,0,0,0,0,1,1,1,1,60,1,13,0,1,0,1,1,0,1,-1,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,0,1,0,1,0,84,0,1,0,1,1,-2,-2,-2,2,2,1,1,1,1,-2,3,0,-3,1,1,0,1,1,1,0,0,1,30,0,10,0,0,1,1,0,1,0,-2,0,1,0,1,-1,"Clinton","Obama","Clinton",0,0
1,0,0,0,0,0,60,30,1,0,1,0,-1,-1,1,0,0,0,-1,-1,0,-2,0,1,1,0,0,0,-1,1,1,0,0,0,67,1,10,0,1,0,1,1,0,0,0,-2,0,0,0,1,"Clinton","Obama","Clinton",0,0
0,0,0,1,0,1,35,75,1,1,1,0,1,1,-2,-1,1,1,-1,1,-1,2,0,3,-3,0,-1,0,-1,0,1,0,0,0,33,1,10,0,1,0,1,0,1,1,-1,-2,0,1,1,0,"Trump","Obama","Trump",0,1
1,1,0,1,1,0,16,84,1,-1,1,-1,-1,1,-2,-1,-2,1,0,0,-1,2,-1,1,3,0,-1,0,-1,1,1,1,-1,1,61,1,10,0,1,0,1,0,0,0,-2,-2,0,1,0,1,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,70,15,0,2,0,-1,-1,-1,0,0,0,-1,1,1,0,1,0,1,-1,1,-1,0,0,1,1,1,1,1,53,0,10,0,1,0,1,0,1,0,-2,-2,0,0,0,-1,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,85,0,0,1,0,1,2,0,-2,-2,0,0,0,-1,1,-2,3,3,0,-1,0,0,-1,0,0,-1,1,69,0,10,0,1,0,1,0,0,0,2,-2,0,1,1,2,"Trump","Romney","Trump",0,0
0,1,1,0,0,0,70,0,3,-1,1,1,-1,-1,2,2,2,1,-1,-1,1,1,0,1,-2,0,-1,0,0,-1,1,0,0,1,36,0,13,0,1,0,1,0,1,1,-1,-2,1,1,1,1,"Johnson","Obama","Johnson",0,1
0,1,0,1,0,0,0,85,0,0,1,0,1,1,-1,-1,-2,0,0,-1,0,2,0,1,0,1,0,0,0,0,1,0,-1,1,81,0,11,0,1,0,1,0,0,1,0,-2,1,1,0,1,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,0,100,0,0,1,-1,2,2,-2,-2,-2,0,-1,-1,-2,1,-2,1,3,0,-1,0,1,0,0,0,-1,0,68,0,10,0,1,0,0,0,0,1,0,-2,0,1,1,1,"Trump","Romney","Trump",0,0
1,0,0,0,1,1,71,1,1,0,1,1,-1,-1,2,2,0,1,-1,1,2,-2,0,0,0,1,0,0,-1,1,1,0,1,0,76,1,9,0,1,0,1,0,0,0,0,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,80,2,1,1,1,1,-2,-2,2,2,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,68,0,13,0,1,0,1,0,1,0,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,1,70,1,1,0,1,1,-2,-2,2,2,1,1,-1,-1,1,1,0,0,-1,1,-1,0,-1,0,1,1,1,1,25,1,13,0,1,0,1,0,1,1,-1,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,90,0,1,1,1,1,-2,-1,1,2,2,1,1,1,1,1,2,-1,-2,1,1,0,0,0,1,1,1,0,54,1,11,0,1,0,1,0,0,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,3,96,3,-1,1,-1,2,2,-2,-2,-2,1,0,-1,-2,2,-3,2,2,-1,-1,0,1,-1,1,0,-1,1,65,1,13,0,1,0,1,0,0,0,2,-2,0,1,1,-1,"Trump","Romney","Trump",0,0
2,1,1,0,0,0,90,0,0,0,1,1,-1,-2,1,1,1,1,-1,-1,-1,2,1,0,0,1,1,0,0,1,1,1,1,0,42,0,14,0,1,0,0,1,1,1,-1,-2,1,1,1,0,"Clinton","Obama","Clinton",0,0
1,0,0,0,0,0,15,50,2,-1,1,-1,0,1,0,-1,-2,1,1,-1,-2,2,-1,0,1,0,-1,0,-1,-1,1,0,-1,1,76,1,13,0,1,0,1,0,0,1,0,-2,1,1,1,2,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,70,0,0,1,-1,2,2,-1,-1,-3,-1,-1,-1,2,2,0,3,3,0,-1,0,1,1,0,0,-1,1,62,0,10,0,1,0,1,0,0,0,1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
0,0,0,1,1,1,70,15,3,0,1,0,-2,-2,2,2,2,1,-1,-1,1,2,1,0,0,0,0,0,0,-1,1,0,0,1,34,1,14,0,1,1,1,0,0,0,0,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,100,0,0,1,1,1,-2,-2,2,2,2,1,1,1,2,-2,3,-1,-3,1,1,0,-1,0,1,1,1,0,54,1,10,0,1,0,1,0,0,0,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,1,1,0,1,60,61,1,0,1,1,-1,-1,-1,-1,1,1,-1,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,63,1,10,0,1,0,1,1,0,0,-2,-2,1,0,0,0,"Clinton","Obama","Clinton",0,0
